start_date,end_date,start_act360_years,forward_period_days,forward_rate
2027-07-23,2027-08-20,0.8555555555555555,28,0.06971265982718926
2027-07-30,2027-08-27,0.875,28,0.06959917924516651
2027-08-06,2027-09-03,0.8944444444444445,28,0.06948807983412701
2027-08-13,2027-09-10,0.9138888888888889,28,0.06937932627460341
2027-08-20,2027-09-17,0.9333333333333333,28,0.06927288374447908
2027-08-27,2027-09-24,0.9527777777777777,28,0.06916871791186813
2027-09-03,2027-10-01,0.9722222222222222,28,0.06906679492812096
2027-09-10,2027-10-08,0.9916666666666667,28,0.06896708142088981
2027-09-17,2027-10-15,1.011111111111111,28,0.06886954448734851
2027-09-24,2027-10-22,1.0305555555555554,28,0.06877415168747497
2027-10-01,2027-10-29,1.05,28,0.06868087103743648
2027-10-08,2027-11-05,1.0694444444444444,28,0.06858967100308343
2027-10-15,2027-11-12,1.0888888888888888,28,0.06850052049353453
2027-10-22,2027-11-19,1.1083333333333334,28,0.06841338885484755
2027-10-29,2027-11-26,1.1277777777777778,28,0.06832824586378715
2027-11-05,2027-12-03,1.1472222222222221,28,0.06824506172168691
2027-11-12,2027-12-10,1.1666666666666667,28,0.06816380704839713
2027-11-19,2027-12-17,1.1861111111111111,28,0.0680844528763266
2027-11-26,2027-12-24,1.2055555555555555,28,0.06800697064455312
2027-12-03,2027-12-31,1.225,28,0.06793133219304812
2027-12-10,2028-01-07,1.2444444444444445,28,0.06785750975696114
2027-12-17,2028-01-14,1.2638888888888888,28,0.06778547596099875
2027-12-24,2028-01-21,1.2833333333333334,28,0.06771520381388887
2027-12-31,2028-01-28,1.3027777777777778,28,0.0676466667029052
2028-01-07,2028-02-04,1.3222222222222222,28,0.06757983838851146
2028-01-14,2028-02-11,1.3416666666666666,28,0.06751469299902572
2028-01-21,2028-02-18,1.3611111111111112,28,0.06745120502542738
2028-01-28,2028-02-25,1.3805555555555555,28,0.06738934931618701
2028-02-04,2028-03-03,1.4,28,0.06732910107218754
2028-02-11,2028-03-10,1.4194444444444445,28,0.06727043584175117
2028-02-18,2028-03-17,1.4388888888888889,28,0.06721332951567469
2028-02-25,2028-03-24,1.4583333333333333,28,0.06715775832240478
2028-03-03,2028-03-31,1.4777777777777779,28,0.06710369882322192
2028-03-10,2028-04-07,1.4972222222222222,28,0.06705112790755267
2028-03-17,2028-04-14,1.5166666666666666,28,0.06700002278830196
2028-03-24,2028-04-21,1.5361111111111112,28,0.06695036099727389
2028-03-31,2028-04-28,1.5555555555555556,28,0.06690212038066681
2028-04-07,2028-05-05,1.575,28,0.06685527909461689
2028-04-14,2028-05-12,1.5944444444444446,28,0.06680981560081582
2028-04-21,2028-05-19,1.613888888888889,28,0.06676570866218867
2028-04-28,2028-05-26,1.6333333333333333,28,0.06672293733864004
2028-05-05,2028-06-02,1.6527777777777777,28,0.06668148098284897
2028-05-12,2028-06-09,1.6722222222222223,28,0.06664131923614068
2028-05-19,2028-06-16,1.6916666666666667,28,0.0666024320244128
2028-05-26,2028-06-23,1.711111111111111,28,0.06656479955410712
2028-06-02,2028-06-30,1.7305555555555556,28,0.06652840230826129
2028-06-09,2028-07-07,1.75,28,0.066493221042612
2028-06-16,2028-07-14,1.7694444444444444,28,0.06645923678172659
2028-06-23,2028-07-21,1.788888888888889,28,0.06642643081524607
2028-06-30,2028-07-28,1.8083333333333333,28,0.06639478469411676
2028-07-07,2028-08-04,1.8277777777777777,28,0.06636428022694453
2028-07-14,2028-08-11,1.8472222222222223,28,0.06633489947633496
2028-07-21,2028-08-18,1.8666666666666667,28,0.06630662475534756
2028-07-28,2028-08-25,1.886111111111111,28,0.0662794386239472
2028-08-04,2028-09-01,1.9055555555555554,28,0.06625332388554973
2028-08-11,2028-09-08,1.925,28,0.06622826358358758
2028-08-18,2028-09-15,1.9444444444444444,28,0.06620424099814956
2028-08-25,2028-09-22,1.9638888888888888,28,0.06618123964264072
2028-09-01,2028-09-29,1.9833333333333334,28,0.06615924326052212
2028-09-08,2028-10-06,2.0027777777777778,28,0.06613823582207047
2028-09-15,2028-10-13,2.022222222222222,28,0.06611820152120362
2028-09-22,2028-10-20,2.0416666666666665,28,0.06609912477233447
2028-09-29,2028-10-27,2.061111111111111,28,0.06608099020729341
2028-10-06,2028-11-03,2.0805555555555557,28,0.06606378267226796
2028-10-13,2028-11-10,2.1,28,0.06604748722480513
2028-10-20,2028-11-17,2.1194444444444445,28,0.06603208913085666
2028-10-27,2028-11-24,2.138888888888889,28,0.06601757386185275
2028-11-03,2028-12-01,2.158333333333333,28,0.06600392709183872
2028-11-10,2028-12-08,2.1777777777777776,28,0.06599113469462292
2028-11-17,2028-12-15,2.1972222222222224,28,0.06597918274100469
2028-11-24,2028-12-22,2.216666666666667,28,0.06596805749600801
2028-12-01,2028-12-29,2.236111111111111,28,0.0659577454161751
2028-12-08,2029-01-05,2.2555555555555555,28,0.06594823314688858
2028-12-15,2029-01-12,2.275,28,0.06593950751973063
2028-12-22,2029-01-19,2.2944444444444443,28,0.0659315555499023
2028-12-29,2029-01-26,2.313888888888889,28,0.06592436443363697
2029-01-05,2029-02-02,2.3333333333333335,28,0.0659179215457081
2029-01-12,2029-02-09,2.352777777777778,28,0.06591221443690826
2029-01-19,2029-02-16,2.3722222222222222,28,0.06590723083162267
2029-01-26,2029-02-23,2.3916666666666666,28,0.06590295862540245
2029-02-02,2029-03-02,2.411111111111111,28,0.06589938588257516
2029-02-09,2029-03-09,2.4305555555555554,28,0.06589650083392089
2029-02-16,2029-03-16,2.45,28,0.06589429187431994
2029-02-23,2029-03-23,2.4694444444444446,28,0.06589274756051168
2029-03-02,2029-03-30,2.488888888888889,28,0.0658918566088164
2029-03-09,2029-04-06,2.5083333333333333,28,0.06589160789293137
2029-03-16,2029-04-13,2.5277777777777777,28,0.06589199044175542
2029-03-23,2029-04-20,2.547222222222222,28,0.06589299343721068
2029-03-30,2029-04-27,2.566666666666667,28,0.06589460621214142
2029-04-06,2029-05-04,2.5861111111111112,28,0.06589681824821574
2029-04-13,2029-05-11,2.6055555555555556,28,0.06589961917385288
2029-04-20,2029-05-18,2.625,28,0.06590299876221918
2029-04-27,2029-05-25,2.6444444444444444,28,0.06590694692917826
2029-05-04,2029-06-01,2.6638888888888888,28,0.06591145373136113
2029-05-11,2029-06-08,2.683333333333333,28,0.06591650936419637
2029-05-18,2029-06-15,2.702777777777778,28,0.06592210415998588
2029-05-25,2029-06-22,2.7222222222222223,28,0.06592822858603503
2029-06-01,2029-06-29,2.7416666666666667,28,0.06593487324275987
2029-06-08,2029-07-06,2.761111111111111,28,0.06594202886187711
2029-06-15,2029-07-13,2.7805555555555554,28,0.06594968630457133
2029-06-22,2029-07-20,2.8,28,0.06595783655971069
2029-06-29,2029-07-27,2.8194444444444446,28,0.06596647074209688
2029-07-06,2029-08-03,2.838888888888889,28,0.06597558009072088
2029-07-13,2029-08-10,2.8583333333333334,28,0.06598515596705846
2029-07-20,2029-08-17,2.8777777777777778,28,0.06599518985337172
2029-07-27,2029-08-24,2.897222222222222,28,0.06600567335105881
2029-08-03,2029-08-31,2.9166666666666665,28,0.06601659817900396
2029-08-10,2029-09-07,2.936111111111111,28,0.06602795617197296
2029-08-17,2029-09-14,2.9555555555555557,28,0.06603973927901446
2029-08-24,2029-09-21,2.975,28,0.0660519395618813
2029-08-31,2029-09-28,2.9944444444444445,28,0.06606454919350016
2029-09-07,2029-10-05,3.013888888888889,28,0.0660775604564301
2029-09-14,2029-10-12,3.033333333333333,28,0.06609096574136647
2029-09-21,2029-10-19,3.0527777777777776,28,0.06610475754565368
2029-09-28,2029-10-26,3.0722222222222224,28,0.06611892847182618
2029-10-05,2029-11-02,3.091666666666667,28,0.06613347122616409
2029-10-12,2029-11-09,3.111111111111111,28,0.0661483786172799
2029-10-19,2029-11-16,3.1305555555555555,28,0.06616364355469972
2029-10-26,2029-11-23,3.15,28,0.06617925904750425
2029-11-02,2029-11-30,3.1694444444444443,28,0.06619521820295571
2029-11-09,2029-12-07,3.188888888888889,28,0.06621151422514737
2029-11-16,2029-12-14,3.2083333333333335,28,0.06622814041370471
2029-11-23,2029-12-21,3.227777777777778,28,0.06624509016245497
2029-11-30,2029-12-28,3.2472222222222222,28,0.06626235695815394
2029-12-07,2030-01-04,3.2666666666666666,28,0.06627993437922118
2029-12-14,2030-01-11,3.286111111111111,28,0.06629781609447827
2029-12-21,2030-01-18,3.3055555555555554,28,0.066315995861924
2029-12-28,2030-01-25,3.325,28,0.06633446752752109
2030-01-04,2030-02-01,3.3444444444444446,28,0.06635322502399715
2030-01-11,2030-02-08,3.363888888888889,28,0.06637226236965134
2030-01-18,2030-02-15,3.3833333333333333,28,0.06639157366720669
2030-01-25,2030-02-22,3.4027777777777777,28,0.06641115310265677
2030-02-01,2030-03-01,3.422222222222222,28,0.06643099494412663
2030-02-08,2030-03-08,3.441666666666667,28,0.06645109354077075
2030-02-15,2030-03-15,3.4611111111111112,28,0.06647144332165686
2030-02-22,2030-03-22,3.4805555555555556,28,0.06649203879468958
2030-03-01,2030-03-29,3.5,28,0.0665128745455428
2030-03-08,2030-04-05,3.5194444444444444,28,0.06653394523660047
2030-03-15,2030-04-12,3.5388888888888888,28,0.06655524560591454
2030-03-22,2030-04-19,3.558333333333333,28,0.06657677046619158
2030-03-29,2030-04-26,3.577777777777778,28,0.06659851470376209
2030-04-05,2030-05-03,3.5972222222222223,28,0.06662047327760418
2030-04-12,2030-05-10,3.6166666666666667,28,0.06664264121834723
2030-04-19,2030-05-17,3.636111111111111,28,0.0666650136273098
2030-04-26,2030-05-24,3.6555555555555554,28,0.06668758567554317
2030-05-03,2030-05-31,3.675,28,0.0667103526028837
2030-05-10,2030-06-07,3.6944444444444446,28,0.06673330971703052
2030-05-17,2030-06-14,3.713888888888889,28,0.06675645239262355
2030-05-24,2030-06-21,3.7333333333333334,28,0.06677977607035272
2030-05-31,2030-06-28,3.7527777777777778,28,0.06680327625604443
2030-06-07,2030-07-05,3.772222222222222,28,0.06682694851981077
2030-06-14,2030-07-12,3.7916666666666665,28,0.0668507884951646
2030-06-21,2030-07-19,3.811111111111111,28,0.06687479187816298
2030-06-28,2030-07-26,3.8305555555555557,28,0.06689895442659363
2030-07-05,2030-08-02,3.85,28,0.06692327195910412
2030-07-12,2030-08-09,3.8694444444444445,28,0.06694774035441402
2030-07-19,2030-08-16,3.888888888888889,28,0.06697235555049831
2030-07-26,2030-08-23,3.908333333333333,28,0.06699711354378524
2030-08-02,2030-08-30,3.9277777777777776,28,0.06702201038837975
2030-08-09,2030-09-06,3.9472222222222224,28,0.06704704219527846
2030-08-16,2030-09-13,3.966666666666667,28,0.06707220513162161
2030-08-23,2030-09-20,3.986111111111111,28,0.06709749541993373
2030-08-30,2030-09-27,4.0055555555555555,28,0.06712290933737279
2030-09-06,2030-10-04,4.025,28,0.06714844321501078
2030-09-13,2030-10-11,4.044444444444444,28,0.06717409343710282
2030-09-20,2030-10-18,4.063888888888889,28,0.0671998564403764
2030-09-27,2030-10-25,4.083333333333333,28,0.06722572871333471
2030-10-04,2030-11-01,4.102777777777778,28,0.06725170679556294
2030-10-11,2030-11-08,4.122222222222222,28,0.06727778727704312
2030-10-18,2030-11-15,4.141666666666667,28,0.06730396679747175
2030-10-25,2030-11-22,4.161111111111111,28,0.06733024204562042
2030-11-01,2030-11-29,4.180555555555555,28,0.06735660975865056
2030-11-08,2030-12-06,4.2,28,0.06738306672148539
2030-11-15,2030-12-13,4.219444444444444,28,0.06740960976618471
2030-11-22,2030-12-20,4.238888888888889,28,0.06743623577127687
2030-11-29,2030-12-27,4.258333333333334,28,0.06746294166118494
2030-12-06,2031-01-03,4.277777777777778,28,0.0674897244055872
2030-12-13,2031-01-10,4.2972222222222225,28,0.06751658101881766
2030-12-20,2031-01-17,4.316666666666666,28,0.06754350855928079
2030-12-27,2031-01-24,4.336111111111111,28,0.06757050412886338
2031-01-03,2031-01-31,4.355555555555555,28,0.06759756487234084
2031-01-10,2031-02-07,4.375,28,0.06762468797683178
2031-01-17,2031-02-14,4.394444444444445,28,0.06765187067122433
2031-01-24,2031-02-21,4.413888888888889,28,0.06767911022560215
2031-01-31,2031-02-28,4.433333333333334,28,0.067706403950745
2031-02-07,2031-03-07,4.4527777777777775,28,0.06773374919752621
2031-02-14,2031-03-14,4.472222222222222,28,0.06776114335644179
2031-02-21,2031-03-21,4.491666666666666,28,0.06778858385703927
2031-02-28,2031-03-28,4.511111111111111,28,0.06781606816741542
2031-03-07,2031-04-04,4.530555555555556,28,0.06784359379373367
2031-03-14,2031-04-11,4.55,28,0.06787115827965888
2031-03-21,2031-04-18,4.569444444444445,28,0.0678987592059234
2031-03-28,2031-04-25,4.588888888888889,28,0.06792639418979324
2031-04-04,2031-05-02,4.608333333333333,28,0.06795406088460837
2031-04-11,2031-05-09,4.627777777777778,28,0.06798175697929176
2031-04-18,2031-05-16,4.647222222222222,28,0.06800948019788683
2031-04-25,2031-05-23,4.666666666666667,28,0.06803722829909788
2031-05-02,2031-05-30,4.686111111111111,28,0.06806499907581896
2031-05-09,2031-06-06,4.705555555555556,28,0.06809279035468574
2031-05-16,2031-06-13,4.725,28,0.06812059999565007
2031-05-23,2031-06-20,4.7444444444444445,28,0.06814842589150327
2031-05-30,2031-06-27,4.763888888888889,28,0.06817626596747355
2031-06-06,2031-07-04,4.783333333333333,28,0.06820411818078924
2031-06-13,2031-07-11,4.802777777777778,28,0.06823198052025342
2031-06-20,2031-07-18,4.822222222222222,28,0.06825985100582997
2031-06-27,2031-07-25,4.841666666666667,28,0.06828772768822956
2031-07-04,2031-08-01,4.861111111111111,28,0.06831560864851863
2031-07-11,2031-08-08,4.8805555555555555,28,0.0683434919977025
2031-07-18,2031-08-15,4.9,28,0.06837137587633713
2031-07-25,2031-08-22,4.919444444444444,28,0.06839925845414088
2031-08-01,2031-08-29,4.938888888888889,28,0.06842713792962053
2031-08-08,2031-09-05,4.958333333333333,28,0.0684550125296744
2031-08-15,2031-09-12,4.977777777777778,28,0.06848288050922983
2031-08-22,2031-09-19,4.997222222222222,28,0.06851074015087491
2031-08-29,2031-09-26,5.016666666666667,28,0.06853858976449015
2031-09-05,2031-10-03,5.036111111111111,28,0.0685664276869031
2031-09-12,2031-10-10,5.055555555555555,28,0.06859425228151432
2031-09-19,2031-10-17,5.075,28,0.06862206193796055
2031-09-26,2031-10-24,5.094444444444444,28,0.06864985507176925
2031-10-03,2031-10-31,5.113888888888889,28,0.06867763012402454
2031-10-10,2031-11-07,5.133333333333334,28,0.06870538556100758
2031-10-17,2031-11-14,5.152777777777778,28,0.06873311987391384
2031-10-24,2031-11-21,5.1722222222222225,28,0.06876083157846491
2031-10-31,2031-11-28,5.191666666666666,28,0.06878851921464296
2031-11-07,2031-12-05,5.211111111111111,28,0.06881618134632822
2031-11-14,2031-12-12,5.230555555555555,28,0.068843816561022
2031-11-21,2031-12-19,5.25,28,0.06887142346951267
2031-11-28,2031-12-26,5.269444444444445,28,0.0688990007055788
2031-12-05,2032-01-02,5.288888888888889,28,0.06892654692569801
2031-12-12,2032-01-09,5.308333333333334,28,0.06895406080872421
2031-12-19,2032-01-16,5.3277777777777775,28,0.06898154105562224
2031-12-26,2032-01-23,5.347222222222222,28,0.06900898638915948
2032-01-02,2032-01-30,5.366666666666666,28,0.06903639555363471
2032-01-09,2032-02-06,5.386111111111111,28,0.06906376731458108
2032-01-16,2032-02-13,5.405555555555556,28,0.06909110045850074
2032-01-23,2032-02-20,5.425,28,0.06911839379258497
2032-01-30,2032-02-27,5.444444444444445,28,0.069145646144443
2032-02-06,2032-03-05,5.463888888888889,28,0.06917285636183942
2032-02-13,2032-03-12,5.483333333333333,28,0.06920002331242284
2032-02-20,2032-03-19,5.502777777777778,28,0.06922714588347478
2032-02-27,2032-03-26,5.522222222222222,28,0.06925422298163841
2032-03-05,2032-04-02,5.541666666666667,28,0.06928125353269016
2032-03-12,2032-04-09,5.561111111111111,28,0.06930823648126566
2032-03-19,2032-04-16,5.580555555555556,28,0.06933517079062566
2032-03-26,2032-04-23,5.6,28,0.0693620554424019
2032-04-02,2032-04-30,5.6194444444444445,28,0.06938888943636876
2032-04-09,2032-05-07,5.638888888888889,28,0.06941567179020915
2032-04-16,2032-05-14,5.658333333333333,28,0.06944240153924902
2032-04-23,2032-05-21,5.677777777777778,28,0.06946907773627752
2032-04-30,2032-05-28,5.697222222222222,28,0.06949569945127568
2032-05-07,2032-06-04,5.716666666666667,28,0.0695222657711996
2032-05-14,2032-06-11,5.736111111111111,28,0.06954877579978908
2032-05-21,2032-06-18,5.7555555555555555,28,0.06957522865730212
2032-05-28,2032-06-25,5.775,28,0.0696016234803322
2032-06-04,2032-07-02,5.794444444444444,28,0.06962795942158
2032-06-11,2032-07-09,5.813888888888889,28,0.06965423564965338
2032-06-18,2032-07-16,5.833333333333333,28,0.06968045134884772
2032-06-25,2032-07-23,5.852777777777778,28,0.0697066057189374
2032-07-02,2032-07-30,5.872222222222222,28,0.06973269797499317
2032-07-09,2032-08-06,5.891666666666667,28,0.06975872734716512
2032-07-16,2032-08-13,5.911111111111111,28,0.06978469308049144
2032-07-23,2032-08-20,5.930555555555555,28,0.06981059443470145
2032-07-30,2032-08-27,5.95,28,0.06983643068401856
2032-08-06,2032-09-03,5.969444444444444,28,0.06986220111698899
2032-08-13,2032-09-10,5.988888888888889,28,0.06988790503626488
2032-08-20,2032-09-17,6.008333333333334,28,0.06991354175844716
2032-08-27,2032-09-24,6.027777777777778,28,0.06993911061388866
2032-09-03,2032-10-01,6.0472222222222225,28,0.0699646109465113
2032-09-10,2032-10-08,6.066666666666666,28,0.06999004211363774
2032-09-17,2032-10-15,6.086111111111111,28,0.07001540348581438
2032-09-24,2032-10-22,6.105555555555555,28,0.07004069444662285
2032-10-01,2032-10-29,6.125,28,0.07006591439253164
2032-10-08,2032-11-05,6.144444444444445,28,0.07009106273271337
2032-10-15,2032-11-12,6.163888888888889,28,0.07011613888887348
2032-10-22,2032-11-19,6.183333333333334,28,0.07014114229510181
2032-10-29,2032-11-26,6.2027777777777775,28,0.07016607239769838
2032-11-05,2032-12-03,6.222222222222222,28,0.07019092865500223
2032-11-12,2032-12-10,6.241666666666666,28,0.07021571053727424
2032-11-19,2032-12-17,6.261111111111111,28,0.07024041752648305
2032-11-26,2032-12-24,6.280555555555556,28,0.07026504911619094
2032-12-03,2032-12-31,6.3,28,0.07028960481139958
2032-12-10,2033-01-07,6.319444444444445,28,0.07031408412836448
2032-12-17,2033-01-14,6.338888888888889,28,0.07033848659450083
2032-12-24,2033-01-21,6.358333333333333,28,0.07036281174818645
2032-12-31,2033-01-28,6.377777777777778,28,0.07038705913865334
2033-01-07,2033-02-04,6.397222222222222,28,0.07041122832581641
2033-01-14,2033-02-11,6.416666666666667,28,0.07043531888015066
2033-01-21,2033-02-18,6.436111111111111,28,0.07045933038254848
2033-01-28,2033-02-25,6.455555555555556,28,0.07048326242416834
2033-02-04,2033-03-04,6.475,28,0.0705071146063263
2033-02-11,2033-03-11,6.4944444444444445,28,0.07053088654033043
2033-02-18,2033-03-18,6.513888888888889,28,0.07055457784737801
2033-02-25,2033-03-25,6.533333333333333,28,0.07057818815839287
2033-03-04,2033-04-01,6.552777777777778,28,0.07060171711392536
2033-03-11,2033-04-08,6.572222222222222,28,0.07062516436400403
2033-03-18,2033-04-15,6.591666666666667,28,0.07064852956802417
2033-03-25,2033-04-22,6.611111111111111,28,0.07067181239461373
2033-04-01,2033-04-29,6.6305555555555555,28,0.07069501252151619
2033-04-08,2033-05-06,6.65,28,0.0707181296354707
2033-04-15,2033-05-13,6.669444444444444,28,0.07074116343206935
2033-04-22,2033-05-20,6.688888888888889,28,0.07076411361568573
2033-04-29,2033-05-27,6.708333333333333,28,0.07078697989930374
2033-05-06,2033-06-03,6.727777777777778,28,0.07080976200444328
2033-05-13,2033-06-10,6.747222222222222,28,0.07083245966103181
2033-05-20,2033-06-17,6.766666666666667,28,0.0708550726072816
2033-05-27,2033-06-24,6.786111111111111,28,0.07087760058960406
2033-06-03,2033-07-01,6.805555555555555,28,0.0709000433624699
2033-06-10,2033-07-08,6.825,28,0.07092240068831483
2033-06-17,2033-07-15,6.844444444444444,28,0.07094467233744833
2033-06-24,2033-07-22,6.863888888888889,28,0.07096685808792223
2033-07-01,2033-07-29,6.883333333333334,28,0.07098895772543079
2033-07-08,2033-08-05,6.902777777777778,28,0.07101097104322797
2033-07-15,2033-08-12,6.9222222222222225,28,0.07103289784199321
2033-07-22,2033-08-19,6.941666666666666,28,0.07105473792976863
2033-07-29,2033-08-26,6.961111111111111,28,0.07107649112182202
2033-08-05,2033-09-02,6.980555555555555,28,0.07109815724057825
2033-08-12,2033-09-09,7.0,28,0.07111973611550518
2033-08-19,2033-09-16,7.019444444444445,28,0.07114122758302509
2033-08-26,2033-09-23,7.038888888888889,28,0.07116263148642618
2033-09-02,2033-09-30,7.058333333333334,28,0.07118394767573699
2033-09-09,2033-10-07,7.0777777777777775,28,0.07120517600769213
2033-09-16,2033-10-14,7.097222222222222,28,0.07122631634557809
2033-09-23,2033-10-21,7.116666666666666,28,0.07124736855919332
2033-09-30,2033-10-28,7.136111111111111,28,0.07126833252473112
2033-10-07,2033-11-04,7.155555555555556,28,0.07128920812469978
2033-10-14,2033-11-11,7.175,28,0.07130999524783688
2033-10-21,2033-11-18,7.194444444444445,28,0.07133069378902361
2033-10-28,2033-11-25,7.213888888888889,28,0.0713513036492021
2033-11-04,2033-12-02,7.233333333333333,28,0.07137182473527824
2033-11-11,2033-12-09,7.252777777777778,28,0.07139225696006177
2033-11-18,2033-12-16,7.272222222222222,28,0.07141260024216635
2033-11-25,2033-12-23,7.291666666666667,28,0.07143285450594394
2033-12-02,2033-12-30,7.311111111111111,28,0.07145301968139053
2033-12-09,2034-01-06,7.330555555555556,28,0.07147309570407195
2033-12-16,2034-01-13,7.35,28,0.0714930825150582
2033-12-23,2034-01-20,7.3694444444444445,28,0.07151298006082353
2033-12-30,2034-01-27,7.388888888888889,28,0.07153278829319788
2034-01-06,2034-02-03,7.408333333333333,28,0.07155250716927844
2034-01-13,2034-02-10,7.427777777777778,28,0.07157213665133254
2034-01-20,2034-02-17,7.447222222222222,28,0.07159167670678622
2034-01-27,2034-02-24,7.466666666666667,28,0.07161112730807867
2034-02-03,2034-03-03,7.486111111111111,28,0.0716304884326451
2034-02-10,2034-03-10,7.5055555555555555,28,0.07164976006283107
2034-02-17,2034-03-17,7.525,28,0.07166894218580394
2034-02-24,2034-03-24,7.544444444444444,28,0.07168803479350735
2034-03-03,2034-03-31,7.563888888888889,28,0.07170703788259251
2034-03-10,2034-04-07,7.583333333333333,28,0.07172595145433558
2034-03-17,2034-04-14,7.602777777777778,28,0.07174477551457757
2034-03-24,2034-04-21,7.622222222222222,28,0.07176351007367307
2034-03-31,2034-04-28,7.641666666666667,28,0.07178215514640453
2034-04-07,2034-05-05,7.661111111111111,28,0.07180071075193092
2034-04-14,2034-05-12,7.680555555555555,28,0.07181917691372774
2034-04-21,2034-05-19,7.7,28,0.07183755365950997
2034-04-28,2034-05-26,7.719444444444444,28,0.07185584102117781
2034-05-05,2034-06-02,7.738888888888889,28,0.07187403903477099
2034-05-12,2034-06-09,7.758333333333334,28,0.07189214774037746
2034-05-19,2034-06-16,7.777777777777778,28,0.07191016718210763
2034-05-26,2034-06-23,7.7972222222222225,28,0.07192809740801165
2034-06-02,2034-06-30,7.816666666666666,28,0.07194593847002796
2034-06-09,2034-07-07,7.836111111111111,28,0.07196369042392911
2034-06-16,2034-07-14,7.855555555555555,28,0.07198135332926459
2034-06-23,2034-07-21,7.875,28,0.07199892724930379
2034-06-30,2034-07-28,7.894444444444445,28,0.07201641225098175
2034-07-07,2034-08-04,7.913888888888889,28,0.07203380840483918
2034-07-14,2034-08-11,7.933333333333334,28,0.07205111578497966
2034-07-21,2034-08-18,7.9527777777777775,28,0.0720683344690154
2034-07-28,2034-08-25,7.972222222222222,28,0.07208546453798441
2034-08-04,2034-09-01,7.991666666666666,28,0.07210250607635059
2034-08-11,2034-09-08,8.011111111111111,28,0.07211945917190654
2034-08-18,2034-09-15,8.030555555555555,28,0.07213632391575084
2034-08-25,2034-09-22,8.05,28,0.07215310040222514
2034-09-01,2034-09-29,8.069444444444445,28,0.07216978872887145
2034-09-08,2034-10-06,8.088888888888889,28,0.0721863889963692
2034-09-15,2034-10-13,8.108333333333333,28,0.07220290130850968
2034-09-22,2034-10-20,8.127777777777778,28,0.07221932577213025
2034-09-29,2034-10-27,8.147222222222222,28,0.07223566249706025
2034-10-06,2034-11-03,8.166666666666666,28,0.0722519115961151
2034-10-13,2034-11-10,8.186111111111112,28,0.072268073184988
2034-10-20,2034-11-17,8.205555555555556,28,0.07228414738226123
